City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
490,Mugango,TZ,-1.68,33.70,71.15,58,84,6.4,broken clouds
491,Requena,ES,39.49,-1.10,70.79,66,0,2.17,clear sky
492,Shakhtinsk,KZ,49.71,72.59,57.65,88,16,6.29,few clouds
493,Lakselv,NO,70.05,24.97,55.22,58,100,13.8,overcast clouds
494,Kayankulam,IN,9.18,76.50,77.97,89,73,6.71,broken clouds
495,Los Llanos De Aridane,ES,28.66,-17.92,67.75,91,0,14.97,clear sky
496,Ardesen,TR,41.19,40.99,76.08,78,59,2.8,broken clouds
497,Trairi,BR,-3.28,-39.27,76.73,86,76,9.86,broken clouds
498,Tilichiki,RU,60.47,166.10,53.98,87,98,6.08,overcast clouds
499,Belmonte,BR,-15.86,-38.88,73.74,90,79,5.97,broken clouds
500,Saveh,IR,35.02,50.36,82.29,20,0,9.35,clear sky
501,Atocha,BO,-20.93,-66.23,44.13,15,0,3.6,clear sky
502,Manosque,FR,43.83,5.79,66.36,75,5,3.56,clear sky
503,Vestmannaeyjar,IS,63.44,-20.27,52.56,93,100,20.18,overcast clouds
504,Caranavi,BO,-15.82,-67.55,59.41,93,0,2.04,clear sky
505,Celestun,MX,20.87,-90.40,82.15,79,40,14.09,scattered clouds
506,Iwanai,JP,42.97,140.51,78.4,80,76,2.8,broken clouds
507,Khovu-Aksy,RU,51.13,93.60,56.73,86,84,2.95,broken clouds
508,Mambolo,SL,8.92,-13.04,74.26,95,100,5.82,light rain
509,Angoche,MZ,-16.23,39.91,69.51,80,0,5.35,clear sky
510,Kanigoro,ID,-8.13,112.22,75.34,88,78,1.79,broken clouds
511,Lakes Entrance,AU,-37.88,147.98,57.88,56,12,4.45,few clouds
512,Constitucion,CL,-35.33,-72.42,47.79,85,0,0.11,clear sky
513,Genhe,CN,50.78,121.52,63.46,63,36,3.13,scattered clouds
514,Awbari,LY,26.59,12.78,83.1,23,0,8.01,clear sky
515,Bereda,ES,43.27,-7.54,64.58,100,6,0.85,clear sky
516,Asau,RO,46.43,26.40,61.72,77,17,5.19,light rain
517,Northam,GB,51.03,-4.22,69.39,53,3,4.61,clear sky
518,Ossora,RU,59.24,163.07,61.84,77,18,8.79,few clouds
519,Cockburn Town,TC,21.46,-71.14,82.24,76,2,19.1,clear sky
520,Sept-Iles,CA,50.20,-66.38,64.92,91,75,8.05,broken clouds
521,Elko,US,41.00,-115.50,89.22,28,85,10.0,overcast clouds
522,Whitehorse,CA,60.72,-135.05,64.02,70,75,6.91,broken clouds
523,Pitimbu,BR,-7.47,-34.81,75.79,81,40,5.37,scattered clouds
524,White Rock,CA,49.02,-122.80,83.95,62,4,5.99,clear sky
525,Iquitos,PE,-3.75,-73.25,75.24,88,100,0.0,overcast clouds
526,Kabo,CF,7.70,18.63,69.89,98,100,3.49,overcast clouds
527,Chernyshevskiy,RU,63.01,112.47,58.82,87,90,1.5,overcast clouds
528,Aktau,KZ,43.65,51.20,72.18,35,9,10.92,clear sky
529,Pout,SN,14.77,-17.06,81.36,89,20,5.75,few clouds
530,Acopiara,BR,-6.10,-39.45,74.32,50,42,3.96,scattered clouds
531,Sechura,PE,-5.56,-80.82,66.58,72,23,15.57,few clouds
532,Cloquet,US,46.72,-92.46,69.39,54,75,1.01,broken clouds
533,Pafos,CY,34.77,32.42,73.18,68,20,8.05,few clouds
534,Santa Fe,AR,-31.63,-60.70,59.02,74,67,1.99,light rain
535,Severomuysk,RU,56.15,113.43,50.4,74,72,3.87,broken clouds
536,Mount Pleasant,US,32.79,-79.86,71.74,97,75,10.36,heavy intensity rain
537,Weiser,US,44.25,-116.97,99.9,33,3,3.0,clear sky
538,Yavatmal,IN,20.40,78.13,72.68,91,87,11.74,overcast clouds
539,Sisimiut,GL,66.94,-53.67,40.89,89,86,5.93,overcast clouds
540,Toguchin,RU,55.24,84.39,59.02,75,37,5.79,scattered clouds
541,Ambilobe,MG,-13.20,49.05,64.35,62,3,5.86,clear sky
542,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,57.79,94,75,8.95,broken clouds
543,Ibra,OM,22.69,58.53,88.57,49,90,3.49,overcast clouds
544,Abha,SA,18.22,42.51,66.45,68,0,0.0,clear sky
545,Iglesias,IT,39.31,8.54,65.93,79,1,2.93,clear sky
546,Fukue,JP,32.69,128.84,86.36,79,75,8.05,broken clouds
547,Harpanahalli,IN,14.80,75.98,70.88,87,93,16.33,overcast clouds
548,Yuanping,CN,38.72,112.76,74.46,82,3,0.83,clear sky
549,Mgandu,TZ,-5.95,34.13,58.5,70,17,8.59,few clouds
550,Sikasso,ML,10.92,-7.00,73.36,95,100,4.54,overcast clouds
551,Half Moon Bay,US,37.46,-122.43,82.06,65,0,26.46,clear sky
552,Hirara,JP,24.80,125.28,84.79,73,95,1.77,overcast clouds
553,General Roca,AR,-39.03,-67.58,53.6,45,98,2.82,overcast clouds
554,Kabalo,CD,-6.05,26.92,75.34,37,76,4.79,broken clouds
555,El Alto,PE,-4.27,-81.21,61.5,85,71,14.97,broken clouds
556,Puerto Colombia,CO,10.99,-74.95,82.49,86,91,8.66,overcast clouds
557,Liwale,TZ,-9.77,37.93,61.23,94,39,2.46,scattered clouds
558,Poum,NC,-20.23,164.02,70.45,57,2,5.01,clear sky
559,Xucheng,CN,20.35,110.13,79.66,88,97,9.84,overcast clouds
560,Preobrazheniye,RU,42.90,133.91,74.28,65,33,8.43,scattered clouds
561,Riyadh,SA,24.69,46.72,96.94,21,59,14.83,broken clouds
562,Mitsamiouli,KM,-11.38,43.28,74.71,73,2,7.16,clear sky
563,Cacoal,BR,-11.44,-61.45,74.89,50,0,1.34,clear sky
564,West Wendover,US,40.74,-114.07,87.01,33,0,5.75,clear sky
565,Zhezkazgan,KZ,47.80,67.71,60.78,82,0,8.95,clear sky
566,Aitape,PG,-3.14,142.35,84.04,68,65,1.41,broken clouds
567,Samarai,PG,-10.62,150.67,78.4,85,96,16.13,overcast clouds
568,Christchurch,NZ,-43.53,172.63,47.91,68,5,3.44,clear sky
569,Ahmadnagar,IN,19.08,74.73,72.48,88,100,19.66,overcast clouds
570,Shasta Lake,US,40.68,-122.37,95.76,14,0,7.07,clear sky
571,Ampanihy,MG,-24.70,44.75,62.35,59,0,6.22,clear sky
572,Marsa Matruh,EG,31.35,27.25,77.14,72,0,7.87,clear sky
573,Ancona,IT,43.55,13.17,72.09,58,28,3.44,scattered clouds
574,Petrodvorets,RU,59.88,29.90,64.38,83,100,10.45,overcast clouds
575,Trofors,NO,65.53,13.41,53.47,93,100,5.32,overcast clouds
576,Kutum,SD,14.20,24.67,76.64,64,80,6.78,broken clouds
577,Lodja,CD,-3.48,23.43,73.99,32,100,1.23,overcast clouds
578,Tessalit,ML,20.20,1.01,96.1,25,52,7.85,broken clouds
579,Quatre Cocos,MU,-20.21,57.76,69.1,77,92,17.83,light rain
580,Lamu,KE,-2.27,40.90,73.62,84,51,16.8,light rain
581,Yecuatla,MX,19.87,-96.75,77.85,86,78,3.22,broken clouds
582,Aranos,NA,-24.13,19.12,58.66,8,30,7.96,scattered clouds
583,Hitoyoshi,JP,32.22,130.75,84.02,87,100,2.51,light rain
584,Hayden,US,47.77,-116.79,95.22,34,0,5.75,clear sky
585,Ocotal,NI,13.63,-86.48,71.04,94,94,3.62,light rain
586,Santiago,CL,-33.46,-70.65,55.85,72,13,6.91,few clouds
587,Inta,RU,66.03,60.17,51.64,78,61,10.45,broken clouds
588,Pervomaysk,UA,48.04,30.85,67.86,76,100,6.42,overcast clouds
589,Chaplygin,RU,53.24,39.96,61.75,73,2,8.28,clear sky
590,Along,IN,28.17,94.77,76.78,94,66,0.22,broken clouds
591,Ayan,RU,56.45,138.17,55.38,99,100,11.27,moderate rain
592,Gueugnon,FR,46.60,4.06,62.55,64,0,2.04,clear sky
593,Ancud,CL,-41.87,-73.82,48.99,90,100,19.55,moderate rain
594,Auray,FR,47.67,-2.99,74.55,49,0,11.48,clear sky
595,Luena,AO,-11.78,19.92,53.49,35,19,5.32,few clouds
596,Soe,ID,-9.86,124.28,71.56,75,52,7.2,broken clouds
597,Saint-Georges,GD,12.06,-61.75,82.08,83,20,0.0,few clouds
598,Dingtao,CN,35.07,115.56,82.96,76,63,8.55,broken clouds
599,Revda,RU,56.80,59.93,50.79,92,2,8.05,clear sky
600,Trinidad,BO,-14.83,-64.90,67.62,41,0,1.66,clear sky
601,Adelaide,AU,-34.93,138.60,54.21,91,75,16.11,broken clouds
602,Bilibino,RU,68.05,166.44,64.2,65,100,5.03,light rain
603,Lata,PT,40.16,-8.33,59.52,95,0,1.59,clear sky
604,Beloha,MG,-25.17,45.05,63.72,62,0,9.62,clear sky
605,Comodoro Rivadavia,AR,-45.87,-67.50,49.86,53,0,9.22,clear sky
606,Richmond,US,37.55,-77.46,79.14,87,0,0.0,clear sky
607,Humboldt,US,40.67,-123.92,65.12,57,3,7.18,clear sky
608,Gari,RU,59.43,62.35,54.23,88,71,7.94,broken clouds
609,Massaguet,TD,12.48,15.44,79.5,70,77,14.38,broken clouds
610,Bairiki,KI,1.33,172.98,81.3,76,95,14.99,overcast clouds
611,Chara,RU,56.91,118.26,59.41,67,89,0.18,overcast clouds
612,Luang Prabang,LA,19.89,102.13,75.16,100,100,0.0,overcast clouds
613,Bethanien,NA,-26.50,17.16,53.91,16,64,5.66,broken clouds
614,Mikun,RU,62.35,50.08,58.23,73,100,8.43,overcast clouds
615,Lang Son,VN,21.83,106.73,74.7,95,98,2.15,overcast clouds
616,Fallon,US,39.47,-118.78,95.92,20,40,4.61,scattered clouds
617,Greymouth,NZ,-42.47,171.20,49.69,54,14,1.23,few clouds
618,Presidencia Roque Saenz Pena,AR,-26.79,-60.44,57.83,60,88,6.55,overcast clouds
619,Russellville,US,35.28,-93.13,87.98,47,0,8.05,clear sky
620,Maasin,PH,10.13,124.84,85.96,79,62,2.77,broken clouds
621,Srivardhan,IN,18.03,73.02,79.47,87,79,21.7,broken clouds
622,Verkhnevilyuysk,RU,63.45,120.32,59.83,88,99,4.27,light rain
623,Pokhara,NP,28.23,83.98,70.29,78,34,4.61,scattered clouds
624,Xining,CN,36.62,101.77,68.02,83,99,0.76,overcast clouds
625,Paranavai,BR,-23.07,-52.47,57.52,69,0,5.77,clear sky
626,Rudnogorsk,RU,57.26,103.75,56.88,87,9,3.38,clear sky
627,Kasongo,CD,-4.45,26.67,74.12,39,93,2.35,overcast clouds
628,Bandar-E Lengeh,IR,26.56,54.88,93.31,84,49,6.91,mist
629,Udachnyy,RU,66.42,112.40,48.45,93,100,20.62,light rain
630,Ketchikan,US,55.34,-131.65,64.87,72,20,16.11,few clouds
631,La Ronge,CA,55.10,-105.28,84.42,45,20,9.22,few clouds
632,Bilma,NE,18.69,12.92,93.38,17,20,7.58,few clouds
633,Kanniyakumari,IN,8.08,77.57,78.98,78,81,18.63,broken clouds
634,Stephenville,US,32.22,-98.20,97.16,27,0,11.5,clear sky
635,Saint-Dizier,FR,48.42,5.08,62.2,43,21,8.1,few clouds
636,Pital,CO,2.27,-75.80,69.08,80,66,6.2,broken clouds
637,Guerrero Negro,MX,27.98,-114.06,78.08,62,5,18.12,clear sky
638,Pangnirtung,CA,66.15,-65.71,51.24,66,14,2.75,few clouds
639,New Plymouth,NZ,-39.07,174.08,47.32,64,11,6.35,few clouds
640,Evanston,US,42.04,-87.69,74.1,63,20,16.11,few clouds
641,Jeremie,HT,18.65,-74.12,81.36,80,22,4.05,few clouds
642,Sombor,RS,45.77,19.11,62.51,47,99,6.46,overcast clouds
643,Mezimesti,CZ,50.62,16.24,59.25,85,6,2.26,clear sky
644,Kirakira,SB,-10.45,161.92,81.5,80,96,8.81,heavy intensity rain
645,Gambela,ET,8.25,34.58,69.76,95,100,1.43,overcast clouds
646,Garlasco,IT,45.20,8.92,78.46,58,69,6.29,broken clouds
647,Bima,ID,-8.47,118.72,79.88,83,30,4.29,scattered clouds
648,Tatawin,TN,32.93,10.45,78.3,67,0,6.33,clear sky
649,Amberley,US,39.20,-84.43,78.75,81,100,5.75,overcast clouds
650,Bayangol,RU,50.70,103.47,56.91,71,62,1.14,broken clouds
651,Santa Rosa,PH,14.31,121.11,86.09,79,76,2.57,broken clouds
652,Rabat,MA,33.99,-6.84,71.67,86,75,4.61,broken clouds
653,Padang,ID,-0.95,100.35,75.25,87,72,1.45,broken clouds
654,Belaya Gora,RU,68.53,146.42,59.32,61,82,14.7,broken clouds
655,Porto Novo,BJ,6.50,2.60,74.48,88,96,6.82,overcast clouds
656,Plouzane,FR,48.38,-4.62,69.85,69,0,6.91,clear sky
657,Bermejo,AR,-32.88,-68.80,53.51,58,0,4.61,clear sky
658,Maragogi,BR,-9.01,-35.22,73.72,85,6,5.21,clear sky
659,Demyanovo,RU,60.35,47.08,58.89,73,100,9.24,overcast clouds
660,San Ramon,US,37.78,-121.98,86.76,51,0,17.27,clear sky
661,Labytnangi,RU,66.66,66.42,54.86,98,100,8.95,overcast clouds
662,Ongandjera,NA,-17.88,15.07,63.39,16,3,7.02,clear sky
663,Albanel,CA,48.88,-72.45,60.94,72,84,11.5,broken clouds
664,Mehamn,NO,71.04,27.85,51.75,82,100,33.38,drizzle rain
665,Pangody,RU,65.85,74.49,57.27,58,100,10.92,overcast clouds
666,Yakeshi,CN,49.28,120.73,62.67,61,26,6.02,scattered clouds
667,Winneba,GH,5.35,-0.62,73.0,90,100,9.35,overcast clouds
668,Isangel,VU,-19.55,169.27,75.31,60,75,6.91,broken clouds
669,Bodden Town,KY,19.28,-81.25,83.93,75,20,4.61,few clouds
670,Pandan,PH,14.05,124.17,82.85,79,90,2.13,overcast clouds
671,Inirida,CO,3.87,-67.92,73.63,95,86,1.43,overcast clouds
672,Ouadda,CF,8.08,22.40,68.34,98,100,4.21,overcast clouds
673,Shemonaikha,KZ,50.63,81.91,57.9,89,5,1.52,clear sky
674,Bat Khela,PK,34.62,71.97,74.39,92,99,1.99,overcast clouds
675,Thamaga,BW,-24.67,25.54,51.03,35,0,3.87,clear sky
676,Brae,GB,60.40,-1.35,52.7,89,100,6.31,overcast clouds
677,Le Vauclin,MQ,14.55,-60.84,81.84,89,20,6.91,few clouds
678,Gladstone,AU,-23.85,151.25,70.79,68,100,8.05,overcast clouds
679,Nador,MA,35.17,-2.93,79.05,83,20,2.3,few clouds
680,Broome,US,42.25,-75.83,72.7,64,0,10.36,clear sky
